CVE,Type,Severity,Updated_AOSP_versions,CVE_Classification,bulletin,Updated_Devices
CVE-2017-0476,,High,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in AOSP Messaging,2017-03-01.txt,All
CVE-2017-0477,,High,7.1.1,Remote code execution vulnerability in libgdx,2017-03-01.txt,All
CVE-2017-0478,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Framesequence library,2017-03-01.txt,All
CVE-2017-0481,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in NFC,2017-03-01.txt,All
CVE-2017-0479,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-03-01.txt,All
CVE-2017-0480,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-03-01.txt,All
CVE-2017-0482,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0483,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0484,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0485,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0486,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0487,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0488,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0489,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Location Manager,2017-03-01.txt,All
CVE-2017-0490,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Wi-Fi,2017-03-01.txt,All
CVE-2017-0491,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Package Manager,2017-03-01.txt,All
CVE-2017-0492,,Moderate,7.1.1,Elevation of privilege vulnerability in System UI,2017-03-01.txt,All
CVE-2017-0494,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in AOSP Messaging,2017-03-01.txt,All
CVE-2017-0495,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0496,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Setup Wizard,2017-03-01.txt,None**
CVE-2017-0497,,Moderate,"7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-03-01.txt,All
CVE-2017-0498,,Moderate,"5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Setup Wizard,2017-03-01.txt,All
CVE-2017-0499,,Low,"5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Audioserver,2017-03-01.txt,All
CVE-2016-2428,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2429,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2430,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Debuggerd,2016-05-01.txt,All Nexus
CVE-2016-2439,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Bluetooth,2016-05-01.txt,All Nexus
CVE-2016-2440,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Binder,2016-05-01.txt,All Nexus
CVE-2016-4477,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Wi-Fi,2016-05-01.txt,All Nexus
CVE-2016-2448,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2449,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2450,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2451,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2452,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2461,,Moderate,"6.0, 6.0.1",Elevation of Privilege Vulnerability in Conscrypt,2016-05-01.txt,All Nexus
CVE-2016-2462,,Moderate,"6.0, 6.0.1",Elevation of Privilege Vulnerability in Conscrypt,2016-05-01.txt,All Nexus
CVE-2016-0705,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in OpenSSL & BoringSSL,2016-05-01.txt,All Nexus
CVE-2016-2457,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Wi-Fi,2016-05-01.txt,All Nexus
CVE-2016-2458,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in AOSP Mail,2016-05-01.txt,All Nexus
CVE-2016-2459,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-2460,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Mediaserver,2016-05-01.txt,All Nexus
CVE-2016-3861,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Remote code execution vulnerability in LibUtils,2016-09-01.txt,All Nexus
CVE-2016-3862,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3863,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Remote code execution vulnerability in MediaMuxer,2016-09-01.txt,All Nexus
CVE-2016-3870,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3871,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3872,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3875,,High,"6.0, 6.0.1",Elevation of privilege vulnerability in device boot,2016-09-01.txt,None*
CVE-2016-3876,,High,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Settings,2016-09-01.txt,All Nexus
CVE-2016-3899,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3878,,High,"6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-09-01.txt,All Nexus*
CVE-2016-3879,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-09-01.txt,All Nexus*
CVE-2016-3880,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3881,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3883,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Telephony,2016-09-01.txt,All Nexus
CVE-2016-3884,,Moderate,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Notification Manager Service,2016-09-01.txt,All Nexus
CVE-2016-3885,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Debuggerd,2016-09-01.txt,All Nexus
CVE-2016-3886,,Moderate,7.0,Elevation of privilege vulnerability in System UI Tuner,2016-09-01.txt,All Nexus
CVE-2016-3887,,Moderate,7.0,Elevation of privilege vulnerability in Settings,2016-09-01.txt,All Nexus
CVE-2016-3888,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in SMS,2016-09-01.txt,All Nexus
CVE-2016-3889,,Moderate,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Settings,2016-09-01.txt,All Nexus
CVE-2016-3890,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Java Debug Wire Protocol,2016-09-01.txt,None*
CVE-2016-3895,,Moderate,"6.0, 6.0.1, 7.0",Information disclosure vulnerability in Mediaserver,2016-09-01.txt,All Nexus
CVE-2016-3896,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in AOSP Mail,2016-09-01.txt,None*
CVE-2016-3897,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in Wi-Fi,2016-09-01.txt,None*
CVE-2016-3898,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Telephony,2016-09-01.txt,All Nexus
CVE-2016-6699,,Critical,7.0,Remote code execution vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6700,,Critical,"4.4.4, 5.0.2, 5.1.1",Elevation of privilege vulnerability in libzipfile,2016-11-01.txt,None*
CVE-2016-6701,,High,7.0,Remote code execution vulnerability in Skia,2016-11-01.txt,All
CVE-2016-6702,,High,"4.4.4, 5.0.2, 5.1.1",Remote code execution vulnerability in libjpeg,2016-11-01.txt,None*
CVE-2016-6703,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Android runtime,2016-11-01.txt,None*
CVE-2016-6704,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6705,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6706,,High,7.0,Elevation of privilege vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6707,,High,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in System Server,2016-11-01.txt,All
CVE-2016-6708,,High,7.0,Elevation of privilege vulnerability in System UI,2016-11-01.txt,All
CVE-2016-6709,,High,"6.0, 6.0.1, 7.0",Information disclosure vulnerability in Conscrypt,2016-11-01.txt,All
CVE-2016-6710,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Information disclosure vulnerability in download manager,2016-11-01.txt,All
CVE-2014-9908,,High,"4.4.4, 5.0.2, 5.1.1",Denial of service vulnerability in Bluetooth,2016-11-01.txt,None*
CVE-2015-0410,,High,7.0,Denial of service vulnerability in OpenJDK,2016-11-01.txt,All
CVE-2016-6711,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-11-01.txt,None*
CVE-2016-6712,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-11-01.txt,None*
CVE-2016-6713,,High,"6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6714,,High,"6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6715,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Framework APIs,2016-11-01.txt,All
CVE-2016-6716,,Moderate,7.0,Elevation of privilege vulnerability in AOSP Launcher,2016-11-01.txt,All
CVE-2016-6717,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6718,,Moderate,7.0,Elevation of privilege vulnerability in Account Manager Service,2016-11-01.txt,All
CVE-2016-6719,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Bluetooth,2016-11-01.txt,All
CVE-2016-6720,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Information disclosure vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6721,,Moderate,"6.0, 6.0.1, 7.0",Information disclosure vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6722,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Information disclosure vulnerability in Mediaserver,2016-11-01.txt,All
CVE-2016-6723,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Proxy Auto Config,2016-11-01.txt,All
CVE-2016-6724,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Input Manager Service,2016-11-01.txt,All
CVE-2017-0587,,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Remote code execution vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0588,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Remote code execution vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0589,,Critical,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Remote code execution vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0590,,Critical,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Remote code execution vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0591,,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Remote code execution vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0592,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Remote code execution vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0593,,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Elevation of privilege vulnerability in Framework APIs,2017-05-01.txt,All
CVE-2017-0594,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Elevation of privilege vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0595,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0596,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0597,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Elevation of privilege vulnerability in Audioserver,2017-05-01.txt,All
CVE-2017-0598,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Information disclosure vulnerability in Framework APIs,2017-05-01.txt,All
CVE-2017-0599,,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Denial of service vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0600,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Denial of service vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0601,,Moderate,"7.0, 7.1.1, 7.1.2",Elevation of privilege vulnerability in Bluetooth,2017-05-01.txt,All
CVE-2017-0493,,Moderate,"7.0, 7.1.1",Information disclosure vulnerability in File-Based Encryption,2017-05-01.txt,All
CVE-2017-0602,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Information disclosure vulnerability in Bluetooth,2017-05-01.txt,All
CVE-2016-7056,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Information disclosure vulnerability in OpenSSL & BoringSSL,2017-05-01.txt,All
CVE-2017-0603,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Denial of service vulnerability in Mediaserver,2017-05-01.txt,All
CVE-2017-0635,,Low,"7.0, 7.1.1, 7.1.2",Denial of service vulnerability in Mediaserver,2017-05-01.txt,All
